性别,年龄,是否有驾照,所在地区,是否此前购买过车险,车龄,车辆是否发生过事故,年保费,购买渠道,距离上次沟通时间间隔,label
1,24,1,28,1,0,0,40353,151,16,0
0,26,1,15,1,0,0,33051,154,90,0
1,46,1,28,0,2,1,39261,124,271,0
0,41,1,28,0,1,1,27101,42,96,0
1,25,1,10,1,0,0,24999,160,182,0
1,24,1,28,0,0,0,28682,160,39,0
1,24,1,46,1,0,0,27268,152,51,0
0,23,1,40,0,0,0,38454,26,25,0
0,53,1,46,1,1,0,24089,30,25,0
1,22,1,13,1,0,0,25532,152,226,0
1,33,1,28,1,1,0,21034,124,279,0
0,23,1,16,0,0,0,30368,152,278,0
0,42,1,28,0,1,1,42544,26,204,0
0,43,1,28,0,1,1,44315,163,217,0
1,22,1,41,1,0,0,21091,152,278,0
0,28,1,18,1,0,0,29645,152,148,0
1,33,1,28,0,1,1,46105,157,194,0
0,44,1,1,1,1,0,2630,124,205,0
1,47,1,28,0,1,1,31308,26,110,0
0,35,1,28,0,1,1,29567,26,169,0
0,25,1,28,1,0,0,49993,152,279,0
0,33,1,32,0,1,0,26214,124,210,0
0,44,1,47,1,1,0,30178,124,67,0
0,61,1,28,1,1,0,69365,124,13,0
1,44,1,28,0,1,1,46310,26,192,0
0,53,1,46,0,1,1,2630,26,89,0
1,25,1,25,1,0,0,31871,152,187,0
1,21,1,9,0,0,1,30350,160,130,0
1,28,1,10,1,0,0,30880,152,20,0
0,45,1,28,0,1,1,45428,122,106,0
1,47,1,28,1,1,1,40168,124,94,0
0,31,1,37,0,1,1,2630,157,133,0
0,33,1,3,0,1,1,2630,156,51,0
0,38,1,15,0,1,1,2630,152,149,0
1,31,1,30,1,0,0,26848,152,285,0
0,37,1,28,0,1,1,30161,26,190,0
0,33,1,50,1,0,0,34100,152,144,0
0,58,1,37,0,1,1,2630,124,57,0
0,40,1,6,0,1,1,29469,124,289,0
0,56,1,35,0,1,1,32110,26,253,0
1,22,1,12,1,0,0,50114,152,31,0
0,47,1,28,0,2,1,41746,26,126,0
0,41,1,28,0,1,1,57541,124,111,0
0,43,1,30,0,1,1,25107,124,46,0
0,47,1,28,0,2,1,54744,26,231,0
1,44,1,28,0,1,0,2630,122,183,0
0,26,1,28,0,0,1,24633,26,226,0
1,35,1,27,0,1,1,2630,124,125,0
1,27,1,3,0,0,1,2630,147,86,0
0,24,1,20,0,0,1,2630,26,60,0
0,30,1,46,1,0,0,28714,152,165,0
1,38,1,28,0,1,1,32851,26,208,0
0,23,1,40,1,0,0,37111,152,147,0
0,25,1,28,1,0,0,52165,152,163,0
0,39,1,35,0,1,1,31673,10,56,0
1,42,1,8,1,1,0,39056,124,224,0
1,36,1,36,0,1,1,30607,152,276,0
0,55,1,28,1,1,1,53715,124,123,0
0,45,1,31,0,1,1,2630,26,147,0
0,32,1,48,0,1,1,2630,157,192,0
0,38,1,21,1,1,0,2630,12,118,0
1,24,1,41,1,0,0,26403,152,244,0
0,38,1,28,0,1,1,36900,124,224,0
1,21,1,28,0,0,1,30378,152,30,0
1,24,1,8,1,0,0,58954,152,53,0
0,20,1,8,0,0,1,52468,160,86,0
1,22,1,10,1,0,0,51824,152,200,0
0,45,1,8,1,1,0,26707,26,44,0
0,46,1,33,1,1,0,28700,124,178,0
0,24,1,51,0,0,0,42464,152,232,0
1,30,1,30,0,0,1,37513,124,222,0
1,23,1,33,1,0,0,31397,152,110,0
1,23,1,46,1,0,0,79538,152,162,0
1,36,1,41,1,1,0,36175,152,172,0
1,23,1,47,1,0,1,36890,26,71,0
0,51,1,8,0,1,1,19042,7,269,0
0,27,1,28,1,0,0,37200,152,258,0
0,51,1,46,0,1,1,26650,124,153,0
0,44,1,28,0,1,1,41062,124,166,0
1,34,1,27,0,0,1,21466,152,137,0
0,70,1,28,1,1,0,46187,26,296,0
1,26,1,21,1,0,0,21348,152,43,0
0,46,1,28,1,1,0,33338,25,27,0
0,28,1,8,1,0,0,51183,152,138,0
1,35,1,28,1,1,0,24894,124,25,0
0,52,1,2,0,1,1,2630,157,221,0
1,54,1,28,1,1,0,40692,26,247,0
1,23,1,9,0,0,1,28040,26,19,0
0,27,1,11,1,0,0,20901,152,37,0
1,32,1,7,0,1,1,2630,157,19,0
0,27,1,18,0,0,1,35189,163,269,0
0,37,1,28,0,1,1,38119,26,135,0
0,41,1,28,0,1,1,37193,124,127,0
1,38,1,28,0,1,0,28611,124,16,0
0,47,1,28,0,1,1,41469,124,109,0
0,75,1,28,1,1,0,43322,26,260,0
0,46,1,30,0,1,1,2630,124,277,0
0,46,1,28,0,1,1,34711,124,143,0
1,24,1,36,1,0,0,34788,152,224,0
1,44,1,36,0,1,1,2630,156,204,0
1,25,1,29,1,0,0,27863,152,298,0
1,42,1,8,0,1,1,33195,124,257,0
0,30,1,33,0,1,1,31439,154,227,0
0,63,1,28,0,1,1,47156,26,271,0
0,46,1,30,0,1,1,2630,156,71,0
0,26,1,28,0,0,0,26352,152,150,0
0,30,1,4,0,1,1,2630,156,121,0
0,69,1,38,1,1,0,42228,124,188,0
0,23,1,6,1,0,0,27126,152,183,0
0,43,1,2,0,1,0,26423,152,244,0
0,55,1,8,1,1,0,66083,26,280,0
1,68,1,41,1,1,0,39287,13,232,0
1,74,1,9,1,1,0,29522,26,298,0
0,23,1,30,1,0,0,29153,152,284,0
1,69,1,28,0,1,1,62409,122,174,0
1,35,1,46,1,1,0,21644,124,26,0
1,38,1,28,0,1,1,23778,154,153,0
1,68,1,28,0,2,1,53748,122,296,0
1,21,1,49,1,0,0,33037,152,15,0
0,46,1,28,0,1,1,36262,26,120,0
0,66,1,28,1,1,0,33854,124,87,0
0,53,1,1,0,2,1,2630,124,216,0
0,58,1,8,0,1,1,41140,26,287,0
0,21,1,3,1,0,1,2630,160,111,0
0,29,1,28,1,0,0,43582,152,278,0
0,45,1,36,0,1,1,2630,124,68,0
1,56,1,30,0,1,1,28291,156,174,0
0,46,1,28,0,2,1,39051,124,60,0
1,24,1,16,1,0,0,18577,151,105,0
0,51,1,28,1,1,0,41022,26,87,0
1,45,1,28,0,1,1,37923,124,225,0
1,49,1,28,0,1,1,36385,26,154,0
1,30,1,28,0,0,1,47146,154,170,0
1,31,1,28,0,1,1,29077,26,286,0
0,58,1,28,0,1,1,58510,26,232,0
0,54,1,28,0,1,1,32586,124,258,0
0,27,1,8,0,1,1,2630,156,256,0
1,25,1,46,1,0,0,22049,152,123,0
0,31,1,35,1,0,0,33516,152,15,0
1,23,1,41,0,0,1,31016,152,232,0
1,40,1,28,0,1,1,69856,26,249,0
1,25,1,32,0,0,1,29369,160,251,0
0,44,1,28,0,1,1,35763,26,189,0
0,70,1,22,0,1,1,22566,124,125,0
1,20,1,10,0,0,1,17870,160,32,0
1,25,1,32,0,0,0,28258,152,139,0
0,23,1,24,0,0,1,27630,152,120,0
0,60,1,28,0,1,1,63929,26,175,0
1,25,1,36,0,0,1,44986,152,285,0
1,22,1,28,1,0,0,71030,152,147,0
1,65,1,36,1,1,0,33910,152,59,0
0,29,1,33,0,1,1,31302,156,291,0
0,33,1,46,1,0,0,2630,156,296,0
0,73,1,32,1,1,0,2630,26,101,0
1,47,1,28,0,1,1,38707,124,280,0
0,24,1,37,0,0,1,49499,26,290,0
0,24,1,26,1,0,0,24480,152,139,0
1,39,1,41,0,1,1,53193,26,131,0
1,51,1,11,1,1,0,24448,124,224,0
0,21,1,28,0,0,0,57103,160,84,0
0,24,1,8,1,0,0,48416,152,44,0
0,22,1,30,1,0,0,28102,152,244,0
0,25,1,14,0,0,1,22896,152,74,0
1,24,1,32,1,0,0,37916,152,228,0
0,38,1,28,0,1,1,27138,157,177,0
0,54,1,28,0,2,1,70734,124,100,0
0,39,1,28,0,2,1,27928,122,131,0
0,52,1,8,1,1,0,2630,124,168,0
0,44,1,15,0,1,1,2630,26,96,0
0,21,1,8,0,1,1,56297,157,24,0
0,37,1,28,1,1,0,26069,26,247,0
1,23,1,17,1,0,0,26307,152,60,0
1,22,1,3,0,0,1,35343,152,62,0
0,41,1,29,1,1,0,26714,26,17,0
0,23,1,29,1,0,0,26876,26,109,0
0,40,1,6,0,1,0,32226,26,185,0
0,33,1,28,0,1,1,2630,156,51,0
1,48,1,28,1,1,1,37685,124,105,0
0,55,1,8,1,1,1,2630,26,60,0
1,58,1,33,0,1,1,32366,124,220,0
1,66,1,29,0,1,0,2630,156,65,0
0,23,1,37,0,0,1,26846,151,76,0
1,54,1,6,0,1,1,24570,26,158,0
0,61,1,46,0,1,0,25430,26,105,0
1,67,1,28,0,1,1,65570,26,43,0
0,44,1,28,0,1,1,30361,124,198,0
0,52,1,8,1,1,0,37197,26,193,0
0,53,1,43,1,1,1,33515,124,271,0
0,24,1,8,1,0,0,41885,160,80,0
1,48,1,8,0,1,1,48871,26,296,0
1,22,1,6,1,0,0,25908,152,225,0
0,26,1,30,1,0,0,2630,160,151,0
1,25,1,15,1,0,0,24551,152,144,0
0,24,1,19,0,0,1,29394,152,115,0
0,41,1,43,0,1,1,33023,26,159,0
0,22,1,7,1,0,0,38140,26,264,0
0,22,1,29,1,0,0,33877,152,15,0
1,44,1,28,0,2,1,44482,26,20,0
1,36,1,13,0,2,1,27159,26,13,0
0,23,1,46,0,0,1,33237,152,200,0
1,24,1,28,0,0,1,50876,26,136,0
1,22,1,46,1,0,0,45090,152,131,0
0,50,1,3,1,1,0,18360,26,85,0
0,30,1,28,0,0,1,52141,122,164,0
0,23,1,41,0,0,0,2630,152,190,0
1,38,1,39,0,2,1,43138,26,246,0
0,52,1,1,0,1,1,2630,124,231,0
0,52,1,41,0,1,1,2630,26,207,0
1,53,1,46,1,1,1,2630,156,157,0
1,22,1,46,1,0,0,22516,152,79,0
0,54,1,45,0,1,1,31215,26,97,0
1,68,1,28,0,1,1,50790,13,195,0
0,53,1,29,1,1,0,2630,26,217,0
0,30,1,41,1,0,0,16686,152,104,0
1,70,1,28,0,1,1,32629,155,38,0
1,77,1,28,0,1,0,50082,124,236,0
1,56,1,28,0,1,1,33088,124,204,0
1,25,1,28,1,0,0,46494,152,151,0
1,23,1,46,1,0,0,25352,152,42,0
0,43,1,36,1,1,0,36458,124,117,0
0,21,1,38,1,0,0,2630,160,260,0
0,26,1,28,1,0,0,2630,152,107,0
0,22,1,30,0,0,1,27814,152,204,0
0,23,1,28,1,1,0,60410,122,275,0
0,50,1,35,1,1,0,39418,124,82,0
1,44,1,3,0,1,1,19272,26,83,0
1,32,1,28,1,1,0,31438,124,176,0
1,22,1,27,0,0,0,23670,152,197,0
0,28,1,8,1,0,0,43944,152,21,0
0,48,1,28,0,1,1,36852,163,98,0
0,49,1,28,0,1,1,48814,26,140,0
0,27,1,28,1,0,0,59316,152,152,0
1,24,1,29,1,0,0,34049,152,81,0
1,76,1,45,1,1,0,24488,153,266,0
1,24,1,13,1,0,0,23320,152,19,0
0,43,1,35,0,1,1,23783,26,117,0
0,59,1,16,0,2,1,43441,124,195,0
1,80,1,2,1,1,0,51448,124,168,0
0,27,1,8,0,0,1,26275,160,226,0
0,42,1,28,0,1,1,84887,26,24,0
0,25,1,28,0,0,1,44796,124,243,0
0,45,1,46,0,1,1,25617,26,150,0
0,24,1,21,1,0,0,36165,152,274,0
1,24,1,27,0,0,1,25675,151,105,0
1,75,1,28,0,1,1,44059,124,38,0
1,21,1,8,0,0,1,57710,152,241,0
0,49,1,28,0,2,1,2630,156,173,0
1,24,1,45,0,0,0,25167,152,200,0
0,48,1,28,1,1,0,41573,154,267,0
1,43,1,19,0,1,1,34088,156,110,0
0,45,1,39,1,1,0,33831,13,225,0
1,24,1,11,1,0,0,37729,152,272,0
0,40,1,47,0,1,1,2630,11,18,0
0,52,1,6,0,1,0,30255,124,25,0
1,57,1,12,1,1,0,32833,124,238,0
0,30,1,41,0,0,1,50749,152,166,0
0,41,1,33,0,1,1,33708,124,167,0
0,27,1,28,1,0,0,39762,152,246,0
1,75,1,28,1,1,1,62535,26,133,0
0,48,1,3,0,1,1,43015,26,224,0
0,32,1,35,0,0,1,23371,152,277,0
1,38,1,8,0,1,1,39153,124,155,0
1,49,1,28,0,1,0,2630,124,202,0
1,74,1,28,1,1,0,29907,124,129,0
0,28,1,28,1,0,0,29054,152,234,0
0,33,1,38,0,1,1,23749,156,119,0
1,60,1,29,1,1,0,38153,124,90,0
1,20,1,46,0,0,1,28514,160,255,0
1,33,1,47,1,0,0,27251,152,125,0
1,39,1,8,1,1,0,29587,152,278,0
0,25,1,8,1,0,0,38870,152,132,0
1,34,1,46,0,1,1,27443,26,171,0
1,43,1,48,1,1,0,2630,124,197,0
1,67,1,18,0,1,1,27473,124,177,0
1,44,1,46,0,1,1,25930,124,210,0
1,32,1,34,0,1,1,2630,156,219,0
0,49,1,28,1,1,0,32417,26,102,0
1,70,1,17,0,1,0,36123,124,235,0
0,29,1,3,1,0,0,28203,152,67,0
0,23,1,8,1,0,1,2630,26,291,0
0,35,1,32,0,1,0,2630,156,84,0
0,77,1,48,1,1,0,2630,15,103,0
1,21,1,11,1,0,0,28346,152,40,0
0,29,1,29,1,0,0,31325,152,186,0
0,60,1,28,0,1,1,31907,156,131,0
0,40,1,28,0,1,1,37113,26,288,0
1,45,1,18,0,1,1,40470,124,95,0
0,71,1,42,1,1,1,2630,26,89,0
0,40,1,8,0,1,1,27576,124,59,0
1,24,1,10,0,0,1,25346,152,294,0
0,68,1,8,0,1,1,41090,124,250,0
1,57,1,14,0,1,1,37284,26,221,0
0,20,1,25,1,0,0,2630,160,240,0
0,70,1,28,0,2,1,49345,26,75,0
1,67,1,12,0,1,1,33659,154,87,0
1,45,1,28,0,1,0,44093,26,172,0
0,23,1,47,0,0,1,19758,152,265,0
1,23,1,8,1,0,0,41894,152,286,0
0,75,1,28,0,1,0,67689,122,23,0
1,32,1,49,1,0,0,25902,152,257,0
0,61,1,28,0,1,1,25508,26,160,0
0,61,1,27,0,1,1,2630,26,108,0
0,33,1,3,0,0,1,24757,154,100,0
0,25,1,30,1,0,1,28524,152,77,0
1,41,1,28,0,1,1,34893,124,299,0
1,30,1,12,1,0,0,31296,152,143,0
1,27,1,41,1,0,0,40786,152,20,0
0,38,1,7,1,1,1,2630,26,220,0
0,24,1,30,1,0,0,34681,152,185,0
0,59,1,18,0,1,1,24644,131,105,0
0,46,1,28,0,1,0,26005,26,164,0
1,25,1,37,1,0,0,34235,152,151,0
1,47,1,8,0,1,1,2630,157,247,0
0,47,1,28,0,1,1,32890,26,291,0
1,60,1,47,0,1,1,2630,156,167,0
1,26,1,11,1,0,0,27745,152,230,0
1,25,1,10,1,0,0,28013,152,113,0
1,62,1,28,0,1,1,34504,145,132,0
1,25,1,28,1,0,0,43291,152,265,0
0,41,1,49,0,1,1,2630,124,102,0
0,39,1,8,0,1,1,2630,26,27,0
1,23,1,30,1,0,0,52646,152,242,0
0,24,1,10,1,0,0,38570,152,93,0
0,44,1,46,1,1,0,29903,124,23,0
1,36,1,28,0,1,1,28665,124,126,0
0,51,1,28,0,2,1,40958,26,48,0
0,46,1,39,0,1,1,38546,124,175,0
0,26,1,29,0,0,1,39259,160,133,0
1,22,1,15,0,0,1,27019,152,268,0
0,26,1,32,0,0,1,2630,156,90,0
0,42,1,18,0,1,1,28773,124,277,0
1,25,1,17,1,0,0,29809,151,183,0
0,67,1,28,0,1,1,73602,122,117,0
0,56,1,38,0,2,1,35962,26,239,0
0,48,1,46,1,1,0,2630,91,219,0
1,27,1,15,0,0,0,33262,152,243,0
0,34,1,3,0,1,1,36459,26,202,0
1,43,1,28,0,1,1,47506,26,262,0
0,52,1,8,0,1,1,2630,30,16,0
1,66,1,28,0,2,1,50925,26,142,0
1,25,1,35,1,0,0,24075,152,61,0
0,27,1,28,1,0,0,41061,152,132,0
0,70,1,28,1,1,0,74807,122,76,0
1,38,1,41,0,1,1,55402,124,217,0
1,46,1,8,1,1,0,36238,26,299,0
0,24,1,32,1,0,0,2630,151,188,0
0,55,1,4,0,1,1,35711,124,110,0
0,23,1,32,0,0,1,26413,26,146,0
0,71,1,8,1,1,1,35159,120,269,0
1,25,1,28,0,1,1,2630,157,23,0
1,21,1,37,0,0,1,33155,160,31,0
0,40,1,28,0,1,1,34785,124,40,0
1,28,1,35,0,0,1,29705,152,37,0
0,35,1,3,1,1,0,2630,156,109,0
1,48,1,28,0,1,0,46658,124,163,0
1,42,1,34,1,1,0,31200,128,48,0
0,54,1,8,0,1,1,37774,124,14,0
1,51,1,0,1,1,0,2630,26,238,0
1,34,1,37,0,2,1,27032,124,203,0
1,25,1,50,1,0,0,37094,152,241,0
1,30,1,30,1,1,0,2630,155,110,0
1,46,1,46,1,1,0,30862,25,100,0
1,23,1,41,1,0,0,30254,152,267,0
0,29,1,15,0,0,1,38725,152,235,0
1,23,1,46,1,0,0,33315,152,165,0
1,60,1,26,1,1,0,2630,152,86,0
0,20,1,46,0,0,1,21513,160,288,0
1,62,1,28,0,1,1,45856,26,292,0
0,64,1,41,1,1,0,23577,12,79,0
0,43,1,28,1,1,0,38190,55,163,0
1,75,1,28,0,2,1,39462,55,24,0
1,24,1,26,0,0,1,2630,152,272,0
1,23,1,14,1,0,0,32404,152,94,0
1,53,1,28,0,1,1,56102,122,20,0
0,31,1,35,1,0,0,39418,152,86,0
0,39,1,15,0,1,0,26722,124,257,0
0,53,1,28,0,1,1,2630,158,193,0
1,27,1,27,0,0,1,18742,152,188,0
0,42,1,29,1,1,0,34910,124,266,0
1,22,1,29,0,0,1,28374,26,246,0
1,50,1,28,0,1,1,27861,26,243,0
0,40,1,41,0,1,0,43330,12,50,0
0,20,1,25,1,0,0,2630,160,149,0
1,24,1,50,0,0,1,24678,152,255,0
0,48,1,8,0,1,1,2630,156,119,0
0,56,1,28,0,2,1,54677,122,292,0
0,29,1,28,1,0,0,41945,152,16,0
1,57,1,28,0,1,1,82028,55,20,0
0,54,1,8,0,1,1,37965,124,80,0
0,27,1,28,1,0,0,49309,152,255,0
0,45,1,29,0,1,1,26958,26,29,0
0,24,1,43,1,1,0,27410,26,222,0
1,22,1,26,0,0,1,28353,152,52,0
0,21,1,8,1,0,0,53349,160,119,0
0,56,1,28,1,1,0,29391,124,212,0
0,23,1,36,1,0,0,49770,152,161,0
1,46,1,28,1,1,0,41599,26,244,0
0,56,1,28,0,1,1,39860,26,259,0
1,34,1,4,0,1,1,35053,156,158,0
1,42,1,31,1,1,0,2630,124,168,0
0,24,1,6,1,0,0,39808,152,285,0
1,30,1,11,1,0,0,23961,152,11,0
0,67,1,28,0,1,1,58525,26,116,0
0,43,1,28,0,1,0,30927,124,78,0
0,53,1,28,0,1,1,45267,55,81,0
0,50,1,28,0,1,1,30204,26,283,0
1,25,1,8,1,0,0,44841,152,70,0
0,30,1,11,0,1,1,25348,124,290,0
0,27,1,11,1,0,0,22751,152,144,0
1,37,1,30,1,1,0,2630,152,193,0
0,26,1,13,0,0,1,25552,152,258,0
0,59,1,6,0,1,1,34585,26,278,0
0,26,1,11,0,0,1,24057,152,279,0
0,50,1,21,0,1,1,29526,26,81,0
1,21,1,46,0,0,1,27141,160,54,0
1,27,1,26,1,0,0,28348,152,155,0
0,46,1,28,1,1,0,33524,23,168,0
1,35,1,28,0,1,1,32510,124,144,0
1,54,1,28,0,2,1,51908,26,145,0
0,59,1,28,0,2,1,68049,26,92,0
0,45,1,46,0,1,1,24357,26,69,0
1,24,1,29,1,0,0,22095,152,263,0
1,51,1,28,0,1,1,24613,139,178,0
1,28,1,8,1,0,0,33560,152,206,0
0,34,1,28,1,1,0,22644,122,93,0
0,66,1,34,0,1,1,31450,26,115,0
0,21,1,33,1,0,0,29660,152,81,0
1,58,1,8,1,1,0,33067,152,54,0
0,52,1,8,0,1,1,2630,157,118,0
1,42,1,28,0,1,1,33355,55,179,0
0,25,1,2,0,0,1,25219,152,209,0
0,45,1,24,0,1,1,2630,26,230,0
1,55,1,23,1,1,0,37801,160,136,0
0,38,1,28,0,1,1,46695,26,250,0
0,32,1,43,1,0,0,27601,152,225,0
1,26,1,11,1,0,0,50729,152,234,0
0,24,1,28,1,0,0,38831,152,82,0
1,28,1,28,1,0,0,39030,152,19,0
0,24,1,39,0,0,0,2630,160,121,0
0,23,1,30,0,0,1,2630,26,250,0
1,22,1,43,0,0,1,39352,152,204,0
0,24,1,8,0,0,1,25856,152,112,0
0,25,1,8,1,0,0,43799,152,37,0
0,52,1,3,0,1,1,22685,24,239,0
0,23,1,35,1,0,0,22387,26,57,0
1,22,1,41,1,0,0,2630,152,70,0
0,27,1,45,0,0,1,2630,152,287,0
1,24,1,22,0,0,0,2630,152,287,0
0,67,1,28,1,1,0,48784,124,70,0
0,39,1,3,0,1,0,31399,124,174,0
0,62,1,28,0,1,1,2630,26,129,0
0,59,1,28,0,1,1,49169,122,109,0
0,28,1,41,1,0,0,2630,152,24,0
0,74,1,28,0,1,1,31423,124,236,0
0,43,1,28,0,1,1,36157,124,238,0
0,61,1,39,1,1,0,31392,127,241,0
0,21,1,28,0,1,0,32996,156,260,0
0,45,1,28,0,1,1,34935,124,225,0
1,21,1,45,0,0,1,33154,160,110,0
1,46,1,46,0,1,0,21513,124,217,0
0,26,1,21,1,0,0,29655,152,21,0
0,65,1,15,1,1,0,2630,152,87,0
1,49,1,28,1,1,0,35694,52,269,0
1,68,1,17,1,0,0,2630,1,38,0
1,74,1,8,0,1,1,28684,26,26,0
0,37,1,41,0,1,1,2630,156,62,0
1,25,1,47,1,0,0,23826,152,288,0
0,52,1,48,0,1,1,2630,124,190,0
0,30,1,35,0,0,1,26043,152,148,0
1,24,1,50,1,0,0,24319,151,111,0
1,26,1,23,1,0,0,40121,152,87,0
1,28,1,45,1,0,0,2630,152,214,0
0,22,1,47,1,0,0,22135,152,72,0
0,26,1,28,0,0,1,43179,152,299,0
1,70,1,3,1,1,0,26414,26,204,0
0,68,1,28,0,1,1,38001,26,110,0
1,42,1,8,0,2,1,2630,124,180,0
0,22,1,45,1,0,0,2630,160,88,0
1,50,1,28,0,1,1,53145,26,299,0
1,53,1,40,1,1,0,24522,26,152,0
1,40,1,28,0,1,1,23592,26,259,0
1,28,1,42,1,0,0,32687,26,16,0
1,71,1,28,1,1,0,35755,125,132,0
0,46,1,41,0,2,1,33987,163,258,0
1,29,1,28,1,0,0,48115,152,233,0
1,31,1,41,0,0,0,2630,26,142,0
1,53,1,24,0,1,1,29992,124,76,0
0,26,1,21,1,0,0,2630,152,60,0
0,24,1,30,1,0,0,27376,152,242,0
0,77,1,28,0,2,1,42319,26,152,0
1,48,1,8,1,1,0,35629,152,24,0
1,37,1,10,0,1,1,2630,156,217,0
1,72,1,28,1,1,0,38813,124,18,0
0,23,1,13,1,0,0,18708,26,241,0
1,42,1,48,0,2,1,2630,124,265,0
0,25,1,2,1,0,0,28592,152,27,0
0,21,1,25,1,0,0,25468,160,203,0
1,53,1,39,0,2,1,41495,26,183,0
0,52,1,48,0,1,1,2630,26,81,0
0,34,1,8,0,1,1,2630,124,186,0
0,47,1,28,1,1,0,36891,124,286,0
1,23,1,47,1,0,0,28459,160,24,0
0,51,1,35,0,1,1,26995,88,90,0
1,31,1,28,0,1,1,2630,156,197,0
0,21,1,14,0,0,1,35916,152,47,0
0,49,1,0,0,1,0,2630,122,109,0
1,25,1,37,0,0,1,24066,152,189,0
0,39,1,28,0,2,1,64681,26,210,0
1,27,1,21,1,0,0,26153,152,43,0
1,29,1,35,0,0,1,2630,160,41,0
0,66,1,8,0,1,1,44287,26,130,0
1,22,1,15,0,0,1,23158,152,160,0
0,73,1,21,0,1,1,34954,26,282,0
1,37,1,22,1,1,0,34684,26,80,0
1,53,1,41,0,1,1,42827,26,239,0
0,31,1,11,1,0,0,25562,152,34,0
1,36,1,18,0,1,1,2630,131,36,0
1,23,1,2,1,0,0,14523,152,161,0
0,52,1,3,0,1,1,2630,157,78,0
1,29,1,30,1,0,0,24485,152,233,0
0,51,1,46,0,1,1,43017,26,128,0
1,42,1,46,0,1,1,28424,26,176,0
0,68,1,3,0,1,1,24247,124,81,0
1,22,1,39,0,0,1,50627,152,227,0
0,31,1,18,1,0,0,31496,152,34,0
1,65,1,41,1,1,0,45414,26,291,0
1,24,1,14,1,0,0,34714,152,150,0
0,49,1,28,1,1,0,46896,26,23,0
0,21,1,8,1,0,0,40014,160,251,0
0,29,1,30,0,0,1,27284,152,121,0
0,28,1,48,0,0,1,2630,154,102,0
1,27,1,46,0,0,0,24983,152,121,0
0,24,1,41,1,0,0,29098,152,62,0
0,45,1,46,0,1,1,27612,26,131,0
1,29,1,36,1,0,0,28591,152,173,0
0,37,1,28,1,1,0,38620,124,188,0
1,27,1,47,1,0,0,24897,160,253,0
0,24,1,46,1,0,0,34481,160,162,0
0,39,1,4,1,1,0,46477,124,83,0
0,27,1,8,1,0,0,24016,152,222,0
1,41,1,28,0,1,1,49810,26,219,0
1,21,1,50,0,0,0,2630,160,11,0
0,65,1,28,0,1,1,31280,124,122,0
0,51,1,46,1,1,0,28028,124,178,0
1,26,1,28,1,0,0,40327,152,83,0
0,50,1,9,0,2,1,44378,26,296,0
0,23,1,45,1,0,0,2630,152,94,0
0,20,1,12,1,0,0,2630,160,131,0
0,46,1,28,0,1,1,42965,124,276,0
1,36,1,29,0,1,1,22201,157,123,0
0,66,1,3,1,1,0,25694,26,106,0
1,23,1,15,0,0,1,29967,26,22,0
1,59,1,28,0,1,1,55516,124,83,0
0,72,1,28,0,1,1,47613,26,80,0
0,24,1,21,1,0,0,25706,152,113,0
0,43,1,12,0,2,1,28175,26,172,0
0,46,1,28,0,1,1,46422,26,166,0
0,39,1,15,0,1,1,2630,156,77,0
0,23,1,50,1,0,0,33038,152,183,0
1,39,1,41,0,1,1,130307,26,126,0
1,27,1,3,1,0,0,28795,152,234,0
0,40,1,23,0,0,0,2630,1,133,0
1,62,1,33,0,2,1,33813,31,97,0
1,71,1,28,0,1,1,36527,26,261,0
0,44,1,8,0,1,1,42211,26,46,0
1,68,1,50,1,1,0,22636,124,229,0
1,55,1,29,0,1,1,2630,124,290,0
0,36,1,50,0,1,1,32310,152,41,0
0,31,1,27,0,0,1,2630,160,89,0
0,36,1,21,1,1,0,35171,152,193,0
0,47,1,50,0,1,1,38229,8,75,0
0,22,1,2,1,0,0,29228,152,256,0
1,26,1,49,0,0,1,28861,26,22,0
0,43,1,28,0,1,1,69809,124,270,0
1,23,1,33,1,0,0,27680,152,49,0
0,21,1,8,1,0,0,36354,152,113,0
1,39,1,39,0,1,1,2630,26,235,0
0,56,1,28,0,1,1,34751,25,131,0
0,48,1,28,0,1,1,55697,25,206,0
0,48,1,28,1,1,0,52398,122,251,0
0,65,1,28,0,1,1,46065,26,283,0
1,46,1,50,0,1,1,2630,156,112,0
1,72,1,28,1,1,0,45193,122,147,0
0,49,1,28,0,2,1,43118,26,239,0
0,22,1,46,1,0,0,29175,152,166,0
0,56,1,46,0,1,1,37881,26,103,0
0,56,1,48,1,1,1,2630,15,128,0
0,20,1,8,0,0,1,35365,160,99,0
1,20,1,30,1,0,0,32968,160,94,0
0,21,1,15,1,0,0,26570,152,147,0
1,25,1,45,0,0,1,38007,152,168,0
0,36,1,15,0,1,1,2630,30,106,0
0,24,1,36,1,0,0,38066,152,198,0
0,55,1,18,0,1,1,2630,156,150,0
1,50,1,8,0,1,1,36555,160,271,0
0,30,1,36,0,0,1,37809,151,24,0
0,23,1,3,1,0,0,38283,152,209,0
1,27,1,25,1,0,0,24070,152,235,0
0,69,1,12,0,1,1,53173,124,95,0
1,79,1,46,1,1,0,22577,26,231,0
0,40,1,28,0,2,1,49624,122,55,0
1,23,1,8,1,0,0,32568,152,190,0
0,27,1,45,1,0,0,25245,152,34,0
0,21,1,15,1,0,1,56335,152,263,0
1,23,1,8,1,0,0,42847,152,67,0
