用户ID,性别,年龄,是否有驾照,所在地区,是否此前购买过车险,车龄,车辆是否发生过事故,年保费,购买渠道,距离上次沟通时间间隔
399363,0,41,1,10,0,1,1,2630,124,125
399364,1,45,1,14,0,1,0,40171,163,185
399365,0,44,1,28,1,1,1,42481,26,185
399366,0,34,1,28,0,1,1,2630,156,110
399367,1,73,1,8,1,1,0,42384,26,233
399368,0,43,1,33,1,1,0,35432,124,92
399369,1,22,1,17,0,0,1,27730,152,56
399370,0,21,1,41,1,0,0,20492,152,126
399371,0,21,1,46,1,0,0,29334,152,18
399372,0,25,1,28,0,1,1,43488,26,293
399373,0,49,1,28,0,1,0,42254,26,125
399374,1,22,1,14,0,0,1,32066,152,95
399375,1,22,1,35,1,0,0,46877,160,160
399376,0,23,1,33,1,0,0,37931,152,21
399377,1,21,1,41,0,1,1,31155,154,255
399378,1,23,1,2,0,0,1,30713,26,102
399379,1,39,1,28,0,1,1,47667,26,209
399380,1,55,1,28,1,1,0,27317,26,168
399381,1,30,1,16,1,0,0,2630,152,176
399382,0,74,1,28,0,2,1,55176,26,91
399383,1,31,1,15,1,0,0,33837,152,193
399384,0,55,1,15,1,1,0,48976,14,240
399385,1,45,1,45,1,1,0,41058,124,263
399386,0,57,1,20,1,1,0,2630,124,264
399387,0,48,1,28,0,1,1,37789,124,298
399388,0,37,1,15,0,1,1,24355,124,254
399389,1,27,1,8,1,0,0,34774,152,92
399390,1,24,1,46,1,0,0,30905,152,10
399391,0,25,1,41,1,0,0,23362,152,274
399392,0,45,1,3,0,1,1,32684,124,81
399393,0,58,1,23,0,1,1,2630,26,140
399394,1,50,1,46,1,1,0,19015,26,139
399395,0,66,1,17,0,1,1,2630,124,285
399396,0,76,1,28,0,1,1,44212,122,248
399397,1,68,1,28,0,2,1,36670,26,234
399398,0,25,1,28,1,0,0,35398,152,180
399399,0,22,1,30,1,0,0,29167,152,88
399400,1,29,1,28,0,1,1,27281,124,28
399401,1,28,1,28,1,0,0,39560,152,147
399402,0,77,1,28,1,1,1,62277,122,29
399403,0,44,1,7,0,1,0,2630,26,258
399404,1,24,1,40,1,0,0,24945,152,197
399405,0,29,1,38,0,0,1,25518,152,50
399406,0,45,1,28,0,1,1,56334,26,211
399407,0,42,1,28,0,1,1,63882,26,293
399408,1,23,1,28,0,0,1,2630,152,256
399409,1,39,1,28,0,1,1,33876,26,248
399410,1,23,1,10,1,0,0,33456,152,76
399411,1,54,1,49,1,1,0,37939,26,92
399412,1,66,1,28,1,1,0,2630,152,125
399413,0,70,0,28,1,1,1,34684,26,86
399414,1,24,1,41,1,0,0,32069,152,115
399415,0,38,1,28,0,1,0,2630,157,61
399416,1,51,1,28,0,1,1,46592,124,27
399417,0,24,1,36,1,0,0,2630,152,195
399418,0,48,1,0,1,1,0,2630,26,251
399419,0,57,1,8,0,1,1,2630,163,92
399420,0,38,1,49,1,1,0,32349,124,28
399421,0,60,1,8,0,1,1,32177,124,123
399422,0,39,1,28,0,1,0,43116,124,225
399423,0,38,1,45,0,1,1,2630,124,289
399424,1,21,1,41,1,0,0,29672,152,62
399425,1,21,1,36,1,0,0,27028,152,58
399426,0,43,1,28,1,1,0,45387,26,272
399427,1,44,1,15,0,1,1,2630,152,90
399428,0,25,1,21,1,0,0,22558,152,64
399429,0,45,1,33,0,1,1,28836,124,296
399430,0,66,1,28,0,1,1,38725,13,242
399431,1,27,1,45,1,0,0,25267,152,288
399432,0,23,1,46,1,0,0,30933,152,248
399433,1,23,1,30,1,0,0,34051,152,107
399434,1,66,1,28,0,1,1,50785,124,140
399435,0,24,1,50,1,0,0,2630,152,76
399436,0,30,1,28,0,1,1,34133,154,251
399437,1,47,1,28,0,1,1,65114,26,161
399438,1,68,1,28,0,1,0,38575,124,50
399439,1,21,1,33,1,0,0,30610,163,182
399440,0,40,1,39,0,1,1,49427,154,136
399441,0,75,1,48,1,1,0,2630,124,120
399442,0,27,1,29,1,0,0,25535,152,63
399443,1,26,1,14,1,0,0,33648,152,93
399444,1,29,1,30,0,0,1,45160,153,93
399445,1,62,1,28,0,1,0,35702,26,34
399446,0,54,1,30,0,2,1,2630,124,13
399447,1,47,1,37,1,1,0,22730,124,229
399448,1,21,1,17,0,0,0,2630,152,224
399449,0,30,1,28,1,1,1,2630,156,115
399450,1,21,1,28,0,0,1,55620,124,257
399451,1,23,1,22,1,0,0,35502,152,41
399452,0,73,1,28,0,1,1,27963,124,165
399453,1,27,1,41,1,0,0,42262,152,56
399454,0,72,1,8,1,1,0,47871,26,148
399455,0,73,1,8,0,1,1,45478,26,222
399456,0,23,1,13,0,1,1,16438,124,245
399457,1,46,1,18,0,1,1,32274,124,36
399458,0,45,1,8,0,1,1,31220,124,95
399459,0,30,1,28,0,1,1,110479,124,181
399460,0,25,1,29,0,0,1,31285,152,284
399461,1,30,1,30,1,0,0,2630,152,211
399462,0,43,1,13,0,1,1,30370,29,77
399463,0,56,1,8,1,1,0,83666,26,88
399464,0,58,1,28,0,2,1,2630,26,190
399465,0,25,1,41,0,0,1,42158,152,186
399466,0,51,1,11,0,1,1,32539,26,97
399467,1,35,1,11,1,1,0,24685,152,174
399468,0,20,1,8,0,0,1,37426,160,36
399469,1,26,1,37,1,0,0,2630,152,213
399470,1,62,1,41,1,1,0,37188,124,158
399471,0,42,1,15,0,1,1,25953,26,75
399472,0,23,1,11,1,0,0,32358,152,97
399473,1,23,1,15,1,0,0,33453,152,250
399474,0,32,1,41,0,1,1,45182,124,60
399475,0,23,1,13,0,0,1,26396,152,235
399476,0,51,1,28,0,1,1,42102,55,264
399477,1,24,1,36,0,0,0,34733,152,243
399478,1,35,1,28,0,1,1,43877,122,195
399479,0,76,1,8,1,1,0,52402,124,254
399480,1,41,1,28,1,1,0,52138,124,285
399481,0,26,1,22,1,0,0,26818,152,129
399482,1,47,1,28,1,1,0,49594,124,248
399483,1,51,1,28,1,1,0,44506,26,254
399484,1,23,1,41,1,0,0,37210,151,39
399485,0,28,1,28,1,0,0,47863,152,58
399486,1,55,1,28,0,1,1,50057,26,241
399487,1,52,1,28,0,1,1,29539,26,170
399488,0,29,1,28,1,0,0,51493,152,144
399489,0,40,1,35,0,1,1,36530,124,221
399490,1,32,1,21,1,0,0,28286,152,85
399491,0,51,1,47,0,1,1,39609,157,201
399492,1,42,1,15,1,1,0,2630,152,237
399493,1,25,1,28,0,1,1,2630,26,279
399494,0,23,1,6,1,0,0,29242,152,286
399495,1,26,1,33,0,0,1,49319,124,41
399496,1,66,1,28,0,2,1,37178,26,118
399497,0,24,1,28,1,0,1,2630,160,124
399498,0,26,1,15,1,0,0,21599,152,34
399499,1,24,1,21,1,0,0,37170,152,115
399500,0,40,1,28,0,2,1,46479,155,215
399501,1,22,1,33,1,0,0,20951,152,23
399502,1,42,1,28,1,1,0,46521,13,117
399503,1,26,1,9,1,0,0,23179,152,274
399504,1,22,1,28,0,0,1,42144,160,110
399505,1,22,1,10,0,0,1,25087,152,168
399506,1,56,1,28,0,1,1,2630,124,253
399507,0,47,1,22,0,1,1,32795,124,113
399508,1,49,1,0,0,1,1,2630,26,31
399509,0,80,1,30,0,1,1,22796,26,127
399510,0,29,1,30,1,0,0,21291,152,18
399511,0,33,1,0,1,1,0,2630,124,122
399512,0,54,1,46,0,1,1,35276,26,124
399513,1,77,1,28,1,1,1,33831,124,190
399514,0,53,1,28,0,1,1,37680,122,98
399515,0,49,1,29,1,1,0,38310,26,174
399516,1,23,1,11,0,0,0,27056,152,139
399517,1,27,1,28,1,0,0,28589,152,169
399518,1,39,1,28,1,1,0,47267,26,234
399519,0,44,1,3,1,1,0,23016,26,186
399520,1,26,1,31,1,0,0,2630,26,283
399521,1,47,1,29,1,1,0,38372,26,79
399522,1,33,1,14,0,0,1,2630,1,46
399523,1,27,1,47,0,0,1,29602,152,212
399524,1,23,1,11,1,0,0,36932,152,187
399525,1,49,1,28,0,1,0,43734,124,271
399526,0,24,1,46,1,0,0,19854,160,23
399527,1,23,1,8,0,0,1,41416,152,272
399528,1,22,1,30,1,0,0,26908,152,206
399529,1,33,1,47,0,0,1,25614,152,139
399530,0,47,1,28,0,1,1,42580,51,183
399531,1,23,1,41,1,0,0,26063,152,63
399532,0,44,1,8,0,2,1,29977,124,284
399533,0,68,1,48,0,1,0,2630,24,29
399534,1,39,1,28,0,1,1,44544,122,163
399535,1,37,1,9,0,1,1,33813,124,84
399536,1,21,1,6,0,0,0,25278,160,162
399537,1,24,1,30,1,0,0,21666,152,119
399538,1,47,1,17,0,1,1,33503,152,176
399539,0,42,1,28,1,1,0,35872,124,66
399540,1,23,1,12,1,0,0,19657,26,173
399541,0,43,1,28,0,1,0,24920,31,171
399542,1,25,1,14,1,0,0,34783,152,97
399543,0,29,1,6,1,0,0,27347,152,164
399544,0,34,1,3,1,1,0,2630,26,270
399545,1,39,1,28,0,1,1,44654,124,225
399546,1,68,1,28,0,1,1,30811,124,57
399547,0,25,1,6,1,0,0,32046,152,157
399548,0,29,1,34,0,1,1,2630,163,208
399549,1,70,1,2,0,1,1,32846,124,14
399550,1,23,1,36,1,0,1,26693,152,78
399551,1,44,1,37,1,1,0,40812,122,230
399552,1,24,1,2,1,0,0,23495,152,168
399553,1,48,1,28,1,1,0,69856,122,148
399554,0,23,1,8,1,0,0,25705,152,271
399555,0,59,1,46,0,1,1,42401,124,232
399556,1,40,1,28,0,1,1,45425,26,105
399557,1,32,1,30,1,0,0,2630,152,213
399558,1,58,1,7,0,1,1,2630,156,95
399559,1,50,1,8,0,2,1,27786,124,271
399560,0,24,1,41,1,0,0,28415,152,140
399561,1,23,1,46,1,0,0,20149,152,123
399562,0,20,1,13,1,0,0,26722,160,12
399563,1,29,1,47,1,0,0,19555,152,261
399564,1,34,1,7,0,1,1,27329,157,145
399565,0,25,1,47,1,0,0,33229,152,160
399566,0,59,1,28,1,1,0,31751,26,134
399567,0,31,1,31,0,1,1,39420,124,243
399568,0,21,1,35,1,0,0,22383,160,283
399569,0,53,1,45,0,2,1,32337,124,37
399570,1,50,1,28,0,1,1,45680,26,274
399571,0,43,1,28,0,1,0,29610,122,166
399572,1,22,1,45,1,0,0,23318,152,299
399573,0,24,1,34,1,0,0,33312,152,124
399574,1,28,1,21,0,0,1,24485,152,168
399575,0,73,1,41,0,2,1,80149,124,268
399576,1,54,1,41,0,1,1,44400,124,223
399577,0,44,1,12,0,1,1,35259,26,160
399578,1,26,1,15,0,0,1,33966,152,203
399579,0,54,1,8,1,1,0,36079,26,131
399580,1,22,1,30,1,0,0,32591,152,207
399581,0,73,1,8,1,1,0,46558,124,116
399582,1,24,1,29,1,0,0,21379,152,10
399583,0,57,1,48,0,1,1,2630,157,241
399584,1,26,1,41,1,0,0,23844,151,261
399585,1,25,1,29,1,0,0,22002,152,290
399586,1,31,1,28,0,0,1,30589,26,75
399587,0,79,1,29,1,1,0,33318,26,132
399588,0,37,1,29,0,1,1,28658,124,283
399589,0,55,1,28,0,1,1,37966,124,292
399590,1,24,1,8,0,0,0,37388,152,83
399591,1,25,1,8,1,0,0,34945,151,238
399592,0,45,1,28,0,1,1,41088,124,192
399593,0,80,1,8,1,1,0,32451,26,100
399594,0,39,1,48,1,1,0,2630,124,255
399595,1,47,1,17,0,1,1,48617,26,40
399596,0,22,1,46,0,0,1,38394,152,160
399597,1,29,1,10,1,0,0,2630,152,269
399598,0,22,1,29,1,0,0,37107,152,291
399599,1,50,1,8,1,1,0,25902,7,101
399600,1,24,1,22,0,0,1,19676,152,184
399601,1,66,1,28,0,1,0,45817,26,17
399602,0,24,1,8,0,0,1,35185,152,27
399603,1,47,1,28,0,1,1,37367,26,218
399604,0,23,1,46,1,0,0,22567,152,114
399605,0,24,1,36,1,0,0,26807,152,156
399606,0,25,1,28,1,0,0,50039,152,257
399607,1,30,1,44,1,0,0,20235,152,126
399608,0,48,1,46,0,1,1,25796,26,228
399609,0,21,1,45,0,0,1,29713,160,69
399610,1,24,1,49,1,0,0,37194,152,23
399611,1,25,1,13,1,0,0,28390,152,26
399612,1,24,1,10,1,0,0,36621,152,104
399613,1,58,1,28,0,1,1,68115,26,50
399614,0,21,1,8,1,0,0,35187,160,13
399615,1,51,1,3,0,2,1,33427,122,65
399616,1,53,1,47,0,1,1,30886,156,202
399617,1,24,1,35,0,0,0,27565,152,86
399618,1,46,1,28,1,1,0,45359,26,204
399619,1,25,1,8,1,0,0,21857,152,148
399620,0,20,1,3,0,0,1,34992,160,158
399621,1,22,1,17,1,0,0,31718,152,132
399622,1,28,1,8,1,0,0,39349,152,14
399623,1,58,1,46,0,1,1,24855,124,96
399624,0,69,1,28,0,2,1,2630,26,158
399625,0,25,1,32,1,0,0,34333,152,157
399626,0,37,1,29,0,1,1,24677,124,84
399627,1,38,1,28,1,1,0,28147,26,242
399628,0,52,1,35,0,1,1,2630,26,114
399629,0,46,1,21,1,1,0,2630,26,62
399630,1,24,1,32,1,0,0,30047,152,124
399631,0,51,1,2,0,1,0,21347,26,166
399632,0,54,1,14,0,1,1,29210,26,91
399633,1,22,1,15,1,0,1,2630,160,190
399634,0,44,1,8,0,1,1,35301,124,179
399635,0,55,1,33,0,1,1,31884,26,139
399636,0,28,1,11,1,0,0,23976,152,21
399637,1,23,1,8,1,0,0,32561,152,222
399638,1,22,1,17,1,0,0,37217,160,54
399639,1,25,1,6,1,0,0,22906,152,192
399640,0,73,1,41,0,2,1,25098,26,298
399641,1,26,1,11,1,0,0,46284,152,197
399642,1,72,1,28,0,1,1,49460,26,154
399643,0,50,1,8,0,2,1,52387,124,201
399644,0,24,1,39,1,0,0,27047,152,198
399645,1,40,1,28,1,1,0,33383,13,218
399646,0,40,1,30,0,1,1,32004,26,95
399647,1,44,1,28,1,1,0,26040,26,67
399648,0,31,1,28,1,0,0,56283,152,249
399649,0,40,1,28,0,1,1,38251,155,192
399650,1,26,1,41,1,0,0,38327,152,248
399651,0,38,1,28,0,1,1,29183,124,63
399652,1,44,1,8,1,1,0,49528,156,262
399653,0,74,1,8,0,1,1,25949,124,162
399654,0,28,1,28,0,0,1,49854,26,181
399655,1,22,1,46,1,0,1,34752,122,177
399656,1,49,1,24,0,1,1,28247,26,118
399657,1,44,1,8,0,1,1,19503,124,143
399658,0,47,1,28,0,2,1,56602,26,187
399659,0,47,1,31,0,1,1,2630,26,111
399660,0,40,1,28,0,1,1,38849,124,69
399661,1,21,1,47,1,0,0,23532,152,180
399662,0,49,1,48,0,1,1,2630,124,78
399663,1,42,1,29,0,1,0,36829,124,215
399664,1,58,1,28,0,1,1,50566,26,108
399665,1,24,1,41,1,0,0,28654,152,77
399666,1,40,1,41,0,1,1,25284,124,218
399667,1,47,1,8,1,1,0,38314,124,235
399668,1,26,1,28,1,0,0,54775,152,258
399669,0,23,1,50,1,0,0,28465,152,234
399670,0,31,1,13,1,1,0,36709,26,209
399671,1,51,1,46,1,1,0,23959,26,248
399672,1,66,1,28,0,1,1,33383,26,99
399673,1,33,1,8,0,0,1,2630,156,41
399674,0,38,1,28,0,1,1,24511,124,218
399675,1,45,1,8,0,2,1,2630,157,111
399676,0,27,1,11,1,0,0,42092,152,53
399677,1,67,1,28,0,2,1,36024,122,119
399678,0,29,1,30,0,0,0,25774,152,36
399679,0,44,1,33,1,1,0,35293,124,112
399680,1,69,1,8,1,1,0,33443,7,206
399681,0,24,1,49,0,0,1,23487,152,14
399682,0,63,1,28,0,1,1,37414,26,290
399683,0,30,1,13,0,1,1,29688,163,32
399684,1,69,1,46,1,1,0,40520,124,184
399685,1,68,1,28,0,1,1,29105,26,299
399686,1,51,1,26,1,1,1,25902,120,292
399687,1,35,1,50,0,1,1,33436,154,106
399688,0,26,1,8,1,0,0,31903,152,99
399689,0,42,1,50,1,1,0,27391,26,62
399690,0,38,1,30,0,1,1,24312,154,266
399691,1,27,1,18,1,0,0,29440,152,284
399692,0,31,1,28,1,1,0,2630,124,23
399693,0,23,1,50,0,0,1,37441,152,196
399694,0,53,1,28,0,1,1,32598,26,226
399695,0,62,1,1,0,1,1,2630,124,201
399696,0,42,1,28,0,1,1,43052,124,150
399697,0,22,1,7,1,0,0,2630,160,58
399698,1,37,1,28,0,1,1,33610,124,239
399699,0,45,1,8,0,1,1,46529,124,236
399700,1,28,1,10,1,0,0,2630,152,104
399701,1,24,1,29,1,0,0,36093,152,98
399702,1,31,1,9,0,0,0,27636,152,247
399703,0,43,1,52,0,1,1,2630,26,28
399704,0,22,1,29,1,0,0,27002,152,262
399705,0,28,1,28,1,0,0,53091,152,197
399706,0,33,1,14,1,1,1,21654,124,188
399707,0,58,1,28,0,1,1,45234,26,258
399708,1,31,1,15,1,0,0,30643,152,180
399709,0,25,1,17,1,0,0,60360,152,283
399710,0,58,1,15,0,1,1,2630,157,258
399711,1,24,1,49,0,0,1,2630,160,30
399712,0,78,1,28,1,1,0,45946,147,202
399713,1,28,1,41,1,0,0,32003,152,281
399714,0,37,1,8,1,1,0,58985,152,99
399715,0,28,1,15,1,0,1,31105,152,231
399716,0,38,1,41,0,1,1,2630,157,160
399717,1,64,1,28,0,1,1,35470,26,255
399718,0,48,1,8,0,1,1,27296,26,255
399719,0,46,1,8,0,1,1,33674,124,177
399720,1,21,1,46,1,0,0,38423,160,40
399721,0,24,1,36,0,0,1,32996,151,283
399722,0,29,1,46,0,0,1,33698,124,150
399723,0,64,1,46,1,1,1,30868,30,17
399724,1,23,1,36,0,0,1,2630,152,62
399725,1,23,1,13,1,0,0,22471,152,60
399726,1,21,1,43,0,0,1,43240,160,195
399727,1,25,1,28,0,0,0,2630,1,83
399728,0,25,1,18,0,0,1,25176,152,294
399729,0,33,1,46,0,1,1,29745,26,263
399730,0,26,1,29,1,0,0,28217,152,30
399731,1,74,1,3,1,1,0,32580,129,75
399732,1,25,1,29,1,0,0,31595,152,247
399733,0,25,1,35,1,1,0,33574,154,271
399734,0,56,1,36,0,2,1,33619,124,256
399735,0,40,1,8,1,1,0,25700,25,103
399736,1,54,1,28,0,2,1,35340,124,295
399737,0,27,1,10,1,0,0,23192,152,54
399738,1,24,1,27,0,0,0,2630,160,194
399739,1,23,1,37,0,0,0,26431,160,199
399740,1,23,1,27,0,0,1,2630,26,68
399741,1,25,1,11,1,0,0,33372,152,135
399742,1,46,1,28,0,1,1,53124,26,62
399743,0,46,1,36,0,1,1,2630,124,182
399744,0,74,1,20,1,1,0,2630,26,208
399745,0,60,1,47,0,1,0,35675,113,164
399746,1,32,1,25,0,1,1,43377,157,262
399747,0,26,1,36,1,0,0,2630,160,166
399748,1,25,1,15,1,0,0,36519,152,13
399749,0,48,1,33,0,1,1,28064,26,151
399750,1,23,1,6,1,0,0,36151,152,46
399751,0,55,1,39,0,2,1,21932,26,234
399752,0,44,1,41,0,1,1,2630,156,153
399753,0,54,1,28,1,1,0,39145,37,208
399754,1,47,1,28,0,1,1,37375,124,10
399755,0,51,1,28,1,1,0,2630,26,16
399756,1,42,1,28,0,1,1,57053,124,25
399757,1,27,1,14,1,0,0,27517,152,294
399758,0,22,1,15,0,0,1,35494,160,222
399759,1,24,1,30,1,0,0,26661,152,60
399760,1,35,1,10,1,1,0,2630,156,117
399761,0,58,1,28,0,1,0,36798,124,94
399762,0,54,1,47,0,1,0,32597,16,125
399763,0,26,1,15,0,0,0,33205,152,119
399764,1,23,1,3,0,0,1,2630,152,247
399765,0,27,1,8,1,0,0,2630,26,197
399766,1,43,1,28,1,1,0,38344,124,256
399767,1,51,1,46,0,1,0,20155,26,217
399768,0,32,1,48,0,1,0,2630,26,99
399769,0,46,1,46,0,1,1,39881,26,191
399770,1,34,1,15,0,1,1,34301,26,161
399771,0,39,1,8,1,1,0,30125,154,226
399772,0,57,1,8,1,1,0,29351,26,162
399773,0,60,1,33,0,1,1,32037,124,144
399774,1,54,1,50,0,1,0,28223,8,271
399775,0,41,1,41,1,1,0,25790,124,129
399776,1,24,1,34,0,0,1,34288,151,119
399777,0,40,1,4,0,1,1,28223,124,278
399778,0,51,1,29,0,2,1,37090,124,265
399779,1,35,1,35,0,1,1,2630,156,222
399780,1,20,1,8,1,0,0,47027,160,103
399781,0,50,1,28,0,1,1,36814,26,74
399782,0,30,1,7,1,1,0,40691,26,37
399783,1,53,1,47,0,1,1,37626,26,199
399784,1,27,1,41,1,0,0,27415,152,226
399785,1,23,1,8,0,0,0,45636,152,171
399786,1,29,1,6,1,0,0,32285,152,233
399787,0,56,1,30,0,1,1,56561,116,286
399788,0,32,1,28,0,0,1,60899,26,218
399789,1,27,1,40,1,0,0,32387,152,49
399790,0,32,1,50,1,0,0,24902,152,221
399791,0,40,1,36,0,2,1,31945,124,173
399792,1,24,1,6,1,0,0,49509,152,259
399793,0,47,1,46,0,1,1,46266,26,94
399794,1,49,1,7,0,1,1,2630,156,296
399795,0,70,1,28,1,1,0,27477,60,108
399796,1,36,1,47,0,1,1,31080,16,65
399797,1,24,1,46,1,0,0,26639,152,87
399798,0,22,1,46,1,0,0,34968,152,188
399799,0,42,1,50,0,2,1,39258,124,208
399800,0,51,1,29,0,1,1,44425,8,87
399801,1,25,1,50,1,0,0,31087,152,191
399802,0,24,1,39,1,0,0,33090,152,63
399803,0,24,1,29,1,0,0,37892,152,215
399804,1,42,1,28,0,1,1,51889,124,17
399805,0,50,1,3,1,1,0,28017,26,212
399806,1,47,1,28,0,1,0,36418,124,40
399807,1,57,1,3,0,1,1,35927,26,143
399808,1,22,1,15,1,0,0,26039,152,269
399809,1,20,1,46,0,0,1,2630,160,129
399810,1,32,1,18,1,0,0,36725,152,146
399811,0,30,1,38,1,0,0,36768,152,142
399812,1,29,1,28,1,0,0,2630,152,135
399813,1,27,1,14,1,0,0,25184,152,215
399814,1,38,1,50,1,1,0,35113,124,39
399815,0,27,1,50,1,0,0,43117,152,41
399816,0,49,1,33,0,1,1,27603,26,202
399817,0,41,1,28,0,1,1,2630,124,60
399818,0,25,1,13,1,0,0,23222,152,33
399819,0,46,1,8,0,1,1,68869,26,284
399820,1,61,1,28,0,1,1,32608,154,113
399821,1,29,1,41,1,0,0,35443,152,100
399822,0,23,1,46,0,0,1,27467,152,86
399823,0,23,1,30,1,0,0,17947,152,164
399824,1,43,1,28,0,1,1,40265,122,224
399825,1,50,1,15,0,1,1,2630,124,146
399826,1,24,1,42,0,0,1,2630,152,246
399827,0,55,1,28,0,1,1,29722,124,188
399828,0,24,1,33,1,0,0,41566,152,210
399829,0,60,1,48,0,1,1,2630,26,140
399830,0,39,1,14,1,1,0,41268,124,183
399831,0,25,1,30,0,0,1,2630,152,296
399832,1,26,1,28,0,0,1,32020,152,40
399833,0,45,1,41,0,1,1,45365,124,122
399834,0,35,1,45,0,1,0,30908,26,249
399835,1,21,1,46,1,0,0,26501,160,193
399836,0,32,1,28,1,1,0,35086,124,64
399837,0,64,1,28,1,1,0,35780,26,200
399838,1,39,1,28,1,1,0,38975,124,13
399839,1,47,1,15,1,1,0,28851,26,187
399840,1,23,1,19,1,0,0,30335,152,205
399841,1,29,1,41,1,0,0,40158,152,220
399842,1,24,1,14,1,0,0,30445,152,251
399843,1,43,1,28,0,2,1,43892,122,22
399844,1,45,1,28,0,1,0,53186,26,98
399845,0,44,1,33,0,1,1,39553,124,255
399846,0,41,1,3,1,1,0,38807,124,153
399847,0,29,1,28,1,0,0,46398,152,44
399848,0,30,1,21,1,0,0,27768,152,268
399849,1,42,1,28,0,1,1,65659,26,261
399850,0,51,1,14,0,1,0,23615,25,242
399851,0,23,1,3,0,0,1,38527,26,273
399852,0,23,1,8,1,0,0,35776,152,101
399853,1,38,1,46,0,1,1,24360,124,138
399854,1,24,1,30,1,0,0,30301,152,107
399855,1,40,1,46,0,1,1,31918,156,53
399856,1,32,1,33,1,0,0,29179,152,183
399857,0,54,1,28,0,2,1,2630,26,55
399858,0,27,1,29,1,0,0,37756,152,207
399859,0,37,1,28,1,1,0,37770,26,69
399860,1,22,1,21,0,0,0,2630,160,289
399861,1,40,1,28,0,1,1,23000,31,197
399862,0,32,1,41,1,0,0,43448,152,144
399863,0,29,1,21,1,0,0,36695,152,91
399864,0,51,1,20,1,1,0,2630,26,54
399865,1,60,1,41,0,1,1,32486,124,151
399866,0,42,1,28,0,1,0,30675,156,27
399867,1,21,1,15,1,0,0,29389,160,13
399868,0,68,1,28,0,1,1,42765,124,80
399869,1,53,1,28,0,2,1,57516,26,53
399870,0,42,1,8,1,1,0,29622,154,34
399871,0,24,1,28,0,0,1,66112,152,247
399872,1,53,1,35,1,1,1,38100,26,54
399873,0,41,1,46,1,1,1,27130,163,70
399874,1,44,1,19,0,1,1,36540,124,186
399875,0,54,1,46,1,1,0,30562,26,167
399876,1,24,1,48,0,0,1,2630,160,86
399877,0,49,1,23,0,1,1,31373,124,97
399878,0,41,1,28,0,1,1,41367,124,287
399879,1,22,1,18,1,0,0,28704,152,201
399880,0,60,1,28,0,2,1,32243,124,160
399881,0,26,1,41,1,0,0,29105,152,70
399882,0,43,1,28,0,1,1,26198,26,14
399883,0,23,1,8,1,0,0,47531,152,170
399884,0,26,1,36,1,0,0,32316,152,133
399885,1,24,1,21,1,0,0,26261,152,141
399886,0,61,1,24,0,1,1,36487,124,72
399887,1,54,1,28,0,1,1,40960,122,43
399888,1,23,1,9,0,0,1,33575,152,189
399889,0,25,1,11,1,0,0,24289,152,204
399890,0,27,1,41,1,0,0,33067,152,284
399891,0,29,1,27,0,0,1,2630,152,170
399892,0,29,1,3,0,0,1,36302,152,281
399893,1,21,1,45,0,0,1,2630,160,59
399894,1,32,1,30,0,0,1,27665,124,243
399895,1,42,1,46,0,1,1,2630,157,114
399896,0,24,1,8,1,0,0,49272,151,129
399897,0,53,1,38,1,1,0,2630,124,85
399898,0,37,1,46,1,1,0,21829,152,240
399899,0,49,1,13,1,1,0,25112,26,150
399900,1,58,1,28,1,1,0,2630,26,127
399901,1,26,1,28,1,0,0,33368,152,143
399902,0,30,1,45,1,0,0,21539,152,76
399903,0,22,1,28,1,0,0,38287,152,93
399904,1,25,1,7,1,0,0,50370,152,20
399905,1,24,1,11,1,0,0,32272,152,150
399906,1,55,1,28,1,1,0,52484,124,165
399907,0,23,1,8,0,0,1,29842,152,136
399908,0,34,1,41,1,0,0,26227,152,141
399909,1,25,1,36,0,0,1,28491,152,27
399910,0,56,1,28,1,1,0,36327,26,207
399911,0,47,1,8,1,1,0,2630,156,186
399912,1,24,1,13,1,0,0,2630,152,257
399913,0,35,1,46,0,1,1,36360,154,142
399914,1,30,1,28,1,0,0,53265,152,77
399915,0,29,1,29,1,0,0,26942,26,188
399916,0,60,1,8,1,1,1,38963,25,112
399917,1,24,1,15,1,0,0,35836,152,201
399918,0,24,1,34,1,0,0,2630,152,156
399919,1,40,1,28,0,1,1,31866,26,269
399920,0,55,1,27,0,1,1,2630,124,15
399921,1,25,1,11,1,0,0,22298,152,221
399922,0,24,1,41,1,0,0,23941,152,183
399923,0,28,1,36,0,0,0,2630,160,163
399924,0,24,1,47,0,0,1,33954,152,234
399925,1,68,1,3,0,1,1,24010,26,21
399926,1,27,1,8,1,0,0,43458,152,191
399927,1,24,1,45,0,0,1,20720,152,129
399928,1,38,1,46,0,1,1,25232,157,128
399929,1,20,1,3,0,0,1,36272,160,124
399930,0,23,1,28,1,0,0,50905,152,155
399931,1,34,1,28,1,1,0,45643,55,106
399932,1,37,1,8,1,1,0,42199,124,228
399933,0,41,1,28,0,1,1,45898,54,259
399934,0,45,1,8,1,1,0,34026,124,250
399935,1,22,1,36,1,0,0,27279,152,35
399936,0,25,1,47,1,0,0,35533,152,181
399937,0,53,1,47,1,1,0,38547,16,213
399938,1,56,1,7,1,1,0,34092,26,14
399939,1,23,1,8,1,0,0,27273,26,166
399940,1,23,1,27,0,0,1,2630,152,282
399941,0,28,1,50,0,0,1,30502,154,107
399942,0,30,1,3,0,0,0,35406,154,12
