用户ID,性别,年龄,所在地区代码,年保费,购买保险渠道,距离上次沟通时间,是否有驾照,是否购买过车险,车龄,此前是否发生事故,是否响应
52743,男,37,36,2630,152,223,1,否,1-2 年,是,1
98178,男,27,36,25667,152,241,1,否,< 1 年,是,0
242320,女,22,41,31840,152,24,1,是,< 1 年,否,0
268333,男,46,28,540165,124,59,1,否,1-2 年,是,1
11059,女,55,31,2630,124,279,1,是,1-2 年,否,0
231886,男,74,29,54023,26,18,1,是,1-2 年,否,0
107258,女,70,41,28215,7,127,1,否,1-2 年,是,0
39544,男,27,29,31143,124,245,1,否,< 1 年,是,0
312013,男,39,39,49694,26,111,1,否,1-2 年,是,1
200055,女,21,37,30660,160,198,1,否,< 1 年,是,0
18436,男,65,28,62123,26,210,1,否,1-2 年,是,0
278893,女,30,28,26514,152,125,1,是,< 1 年,否,0
217867,女,35,36,31401,152,65,1,是,1-2 年,否,0
159841,男,38,28,37922,124,283,1,否,1-2 年,是,1
111261,女,23,18,37610,152,25,1,是,< 1 年,否,0
168932,女,33,8,34544,26,67,1,是,1-2 年,否,0
282881,男,60,8,2630,124,43,1,否,1-2 年,是,0
231470,女,24,43,31876,152,156,1,是,< 1 年,否,0
297755,男,66,48,2630,15,267,1,是,1-2 年,是,1
57741,女,26,41,28852,152,224,1,是,< 1 年,否,0
65004,女,69,28,27688,124,234,1,否,1-2 年,是,0
256753,女,22,11,41146,152,193,1,是,< 1 年,否,0
107425,女,26,35,38453,152,172,1,是,< 1 年,否,0
198287,女,23,2,23309,152,215,1,是,< 1 年,否,0
241730,女,66,8,39662,26,156,1,否,1-2 年,是,0
268566,男,54,46,42177,124,60,1,是,1-2 年,否,0
153620,女,44,28,60103,26,147,1,否,1-2 年,是,1
173801,女,72,15,48041,122,180,0,否,1-2 年,是,0
12985,男,64,28,34344,124,145,1,否,1-2 年,是,1
5836,男,75,41,44369,12,42,1,否,1-2 年,是,0
264411,女,27,14,2630,156,52,1,否,1-2 年,是,1
332064,女,28,21,35292,152,286,1,是,< 1 年,否,0
72959,男,26,30,23999,152,275,1,是,< 1 年,否,0
183834,男,48,28,2630,47,153,1,是,1-2 年,否,0
47986,女,25,50,39212,152,118,1,否,< 1 年,否,0
327378,男,49,23,36007,124,290,1,否,1-2 年,是,1
10432,女,24,6,2630,152,245,1,是,< 1 年,否,0
39040,女,64,30,45332,124,177,1,是,1-2 年,否,0
39252,男,24,46,29730,152,231,1,否,< 1 年,否,0
1386,男,25,41,28473,152,137,1,是,< 1 年,否,0
145916,男,52,46,2630,124,101,1,是,1-2 年,否,0
79749,男,55,28,68474,26,17,1,否,1-2 年,是,1
82891,女,45,28,44553,124,29,1,是,1-2 年,否,0
116561,男,43,8,40906,26,121,1,否,1-2 年,是,1
67519,男,39,28,46496,55,194,1,是,1-2 年,否,0
337858,男,36,15,40793,152,60,1,否,1-2 年,是,1
204063,女,43,28,27570,53,102,1,否,1-2 年,是,1
83796,女,61,28,51349,24,203,1,否,1-2 年,是,1
113489,女,26,46,35465,152,43,1,是,< 1 年,否,0
170972,男,43,8,34451,26,181,1,否,1-2 年,是,1
1092,女,22,41,36997,152,25,1,是,< 1 年,否,0
346506,男,57,39,32239,26,173,1,是,1-2 年,否,0
355015,男,42,35,47126,124,253,1,否,> 2 年,是,0
102992,女,64,28,39264,122,23,1,否,1-2 年,是,0
237039,女,25,33,21576,152,186,1,是,< 1 年,否,0
131731,男,25,40,24537,152,186,1,否,< 1 年,是,0
245992,女,28,3,22204,152,12,1,是,< 1 年,否,0
196693,男,21,50,37711,152,34,1,是,< 1 年,否,0
210940,男,32,21,33116,152,215,1,否,< 1 年,否,0
272119,男,70,28,2630,124,294,1,是,1-2 年,否,0
139405,男,59,28,29997,26,272,1,否,1-2 年,否,0
312111,女,25,28,19580,152,79,1,是,< 1 年,否,0
360401,男,33,8,44637,124,69,1,是,< 1 年,否,0
380880,女,49,28,23448,26,100,1,否,1-2 年,是,1
318416,女,30,12,39061,152,26,1,是,< 1 年,否,0
245051,男,22,29,37117,152,183,1,是,< 1 年,否,0
161798,男,27,28,48614,124,170,1,否,1-2 年,是,1
101390,女,76,3,23632,26,92,1,否,1-2 年,是,0
7859,男,46,28,43715,124,54,1,是,1-2 年,否,0
229452,女,29,6,17635,152,108,1,是,< 1 年,否,0
116556,男,33,28,2630,156,65,1,否,1-2 年,是,1
325816,男,21,33,26596,152,253,1,是,< 1 年,否,0
142880,女,40,28,31886,26,59,1,是,1-2 年,否,0
2742,女,21,41,28190,152,248,1,是,< 1 年,否,0
53327,男,61,28,33758,122,285,1,否,1-2 年,是,0
39288,男,25,14,23938,152,201,1,是,< 1 年,否,0
194388,女,41,2,28140,124,215,1,否,1-2 年,是,1
236173,男,44,28,37214,124,196,1,是,1-2 年,否,0
178383,男,56,15,2630,124,296,1,否,1-2 年,是,1
261394,男,63,31,2630,124,211,1,否,1-2 年,是,0
49006,女,29,28,41522,152,297,1,是,< 1 年,否,0
289206,女,21,3,23216,160,174,1,是,< 1 年,否,0
208583,女,49,47,30570,26,16,1,否,1-2 年,是,1
266477,女,23,20,2630,152,268,1,是,< 1 年,否,0
54028,男,48,8,41960,26,63,1,否,> 2 年,是,0
98211,女,41,28,35241,29,123,1,是,1-2 年,否,0
310127,女,23,3,18986,152,254,1,是,< 1 年,否,0
332625,女,22,50,24568,152,273,1,是,< 1 年,否,0
112285,男,53,28,29591,124,21,1,否,1-2 年,是,1
316530,男,59,28,32886,26,220,1,否,> 2 年,是,0
176514,男,48,28,55964,124,73,1,否,1-2 年,是,1
277176,女,23,46,27110,152,122,1,是,< 1 年,否,0
371680,男,24,37,25166,152,191,1,否,< 1 年,是,0
370583,男,48,6,42114,124,93,1,否,1-2 年,是,1
257904,男,24,28,42684,157,236,1,否,< 1 年,是,0
181503,男,23,13,28695,152,201,1,否,< 1 年,是,0
107773,男,55,28,38265,26,123,1,否,1-2 年,是,1
28523,男,48,30,27791,157,129,1,否,1-2 年,是,1
146907,女,75,8,45464,124,68,0,是,1-2 年,是,0
293016,男,68,28,23971,124,94,1,否,1-2 年,是,0
139128,男,20,12,29625,160,118,1,是,< 1 年,否,0
112628,女,23,30,38911,152,289,1,是,< 1 年,否,0
71250,女,72,28,49493,26,135,1,是,1-2 年,否,0
186739,女,55,28,48840,26,203,1,否,1-2 年,是,1
374747,男,30,11,32779,152,64,1,是,< 1 年,否,0
178528,女,38,28,46709,26,230,1,否,1-2 年,是,1
199313,女,63,28,34750,124,24,1,否,> 2 年,是,0
365432,女,24,8,29785,152,77,1,是,< 1 年,否,0
124729,女,29,11,32074,152,197,1,是,< 1 年,否,0
308801,男,45,28,39660,35,110,1,否,1-2 年,是,1
124546,男,36,35,2630,156,44,1,否,1-2 年,是,1
243687,女,71,28,2630,157,285,1,是,1-2 年,否,0
53464,女,27,28,80411,152,127,1,否,< 1 年,是,0
232972,女,61,28,35552,26,48,1,否,1-2 年,是,0
302999,男,43,28,66629,26,148,1,否,1-2 年,是,1
319722,女,56,50,38639,8,246,1,是,1-2 年,否,0
193328,男,27,15,47344,152,56,1,否,< 1 年,是,0
39251,女,24,36,34629,152,234,1,是,< 1 年,否,0
350272,女,22,13,21917,152,186,1,是,< 1 年,否,0
342174,女,25,28,49039,152,276,1,否,< 1 年,是,0
290167,女,48,46,2630,26,108,1,否,1-2 年,是,1
330679,女,22,6,22645,152,185,1,否,< 1 年,是,0
151476,男,66,28,47830,26,63,1,是,1-2 年,否,0
379636,男,26,36,36880,152,101,1,否,< 1 年,是,0
372855,女,23,34,28868,26,164,1,是,< 1 年,否,0
152162,女,22,27,32069,152,95,1,否,< 1 年,否,0
69204,男,23,21,34838,160,15,1,是,< 1 年,否,0
186600,男,36,48,2630,8,11,1,是,1-2 年,否,0
348186,男,63,28,34504,124,27,1,否,1-2 年,是,1
355334,女,45,48,2630,15,236,1,否,1-2 年,是,1
113451,女,33,36,43661,152,168,1,是,< 1 年,否,0
371948,女,49,28,31947,26,166,1,否,1-2 年,是,1
22445,男,55,31,2630,160,227,1,是,1-2 年,否,0
129866,女,21,6,28358,160,251,1,是,< 1 年,否,0
182320,男,60,8,42787,26,22,1,否,1-2 年,是,0
187694,女,51,28,30766,26,51,1,否,1-2 年,是,1
158469,女,20,50,25077,163,148,1,否,< 1 年,是,0
316059,男,74,3,22984,26,261,0,否,1-2 年,是,0
262136,女,25,41,25390,152,119,1,是,< 1 年,否,0
227830,女,22,32,30100,152,11,1,否,< 1 年,是,0
248490,男,39,45,2630,163,103,1,否,1-2 年,是,1
264911,女,43,28,2630,124,252,1,否,1-2 年,是,1
335233,男,31,10,30764,152,39,1,是,< 1 年,否,0
344136,男,47,50,2630,156,189,1,否,1-2 年,是,1
137805,男,23,8,47953,152,23,1,是,< 1 年,否,0
204280,女,22,28,35318,152,271,1,是,< 1 年,否,0
135365,女,21,15,38972,152,103,1,否,< 1 年,是,0
321781,女,23,28,79727,152,239,1,是,< 1 年,否,0
213715,男,28,10,31152,151,261,1,是,< 1 年,否,0
280344,女,26,29,42764,152,90,1,是,< 1 年,否,0
108876,男,22,37,2630,160,286,1,是,< 1 年,否,0
128362,女,70,28,50787,26,116,1,是,1-2 年,是,0
155437,男,48,3,40584,124,230,1,是,1-2 年,否,0
241146,男,45,14,23872,124,113,1,是,1-2 年,否,0
172656,男,58,28,39614,26,59,1,否,1-2 年,是,1
78870,女,30,15,23942,26,225,1,是,< 1 年,否,0
168120,男,75,50,23417,124,236,1,是,1-2 年,否,0
173507,女,27,36,37625,152,171,1,是,< 1 年,否,0
90127,女,23,8,31520,152,253,1,是,< 1 年,否,0
229772,女,48,15,42481,25,146,1,否,1-2 年,是,1
281314,男,36,20,2630,157,221,1,否,1-2 年,是,1
2646,女,46,36,35489,124,114,1,是,1-2 年,否,0
20400,女,49,49,31921,124,252,1,是,1-2 年,否,0
146499,男,33,28,44960,122,33,1,否,< 1 年,是,0
246814,男,32,28,31388,124,233,1,否,> 2 年,是,0
238146,女,37,28,42766,52,263,1,否,1-2 年,是,1
371647,男,45,7,2630,157,262,1,否,1-2 年,是,1
64523,男,24,41,30084,152,245,1,是,< 1 年,否,0
345061,女,30,43,34782,152,122,1,是,< 1 年,否,0
283982,男,22,6,24261,163,246,1,否,< 1 年,是,0
265399,男,37,28,31423,124,201,1,否,1-2 年,是,1
55190,男,25,29,53673,152,298,1,是,< 1 年,否,0
132669,男,34,41,65492,152,270,1,否,1-2 年,是,1
321610,女,24,2,19036,26,139,1,否,< 1 年,是,0
296165,男,30,30,28430,152,10,1,是,< 1 年,否,0
355399,女,54,40,2630,122,163,1,否,1-2 年,是,1
148586,男,21,31,2630,152,119,1,否,< 1 年,是,0
235337,女,31,3,33872,152,110,1,否,< 1 年,否,0
296296,女,21,3,19772,160,211,1,是,< 1 年,否,0
299628,男,74,28,35464,26,88,1,否,1-2 年,是,0
159220,女,34,30,2630,160,210,1,是,< 1 年,否,0
32412,女,43,8,51481,124,283,1,否,1-2 年,是,1
11980,男,26,10,24378,26,83,1,是,< 1 年,否,0
81391,女,41,29,2630,26,145,1,否,1-2 年,是,1
152684,男,30,30,32783,152,75,1,是,< 1 年,否,0
266157,女,62,11,26216,120,159,1,否,1-2 年,是,0
34442,男,26,41,44244,152,293,1,是,< 1 年,否,0
64916,女,33,3,26574,26,107,1,否,1-2 年,是,1
93161,男,27,46,29151,152,270,1,是,< 1 年,否,0
3793,女,41,46,22350,26,123,1,否,1-2 年,是,1
283978,男,63,28,27658,124,127,1,是,1-2 年,否,0
44953,女,51,19,34906,26,280,1,否,> 2 年,是,0
185888,女,23,28,48472,152,183,1,否,< 1 年,是,0
294351,女,26,3,22201,152,225,1,是,< 1 年,否,0
343998,女,23,37,33803,152,148,1,是,< 1 年,否,0
246271,男,20,13,2630,156,263,1,否,< 1 年,是,0
332507,女,37,28,30982,124,159,1,否,1-2 年,是,1
208504,男,56,28,51941,26,75,1,否,1-2 年,是,1
98209,女,24,36,27477,152,101,1,是,< 1 年,否,0
251919,男,29,21,56370,152,135,1,是,< 1 年,否,0
147771,女,61,46,2630,124,193,1,是,1-2 年,否,0
273775,男,23,23,29421,152,224,1,是,< 1 年,否,0
112890,男,33,33,46227,152,165,1,否,< 1 年,是,0
345827,女,23,2,34022,151,211,1,是,< 1 年,否,0
214659,男,53,41,37204,124,79,1,否,1-2 年,是,1
104331,男,51,31,2630,124,192,1,否,1-2 年,是,1
288557,女,22,34,33436,152,67,1,是,< 1 年,是,0
24094,男,61,9,32552,26,150,1,否,1-2 年,是,0
13526,女,43,8,38264,19,151,1,否,1-2 年,是,1
70986,女,39,28,42158,124,216,1,否,1-2 年,否,0
70825,男,51,28,29730,26,76,1,否,1-2 年,是,1
134179,女,51,8,48438,26,152,1,否,1-2 年,是,1
364189,男,60,28,39921,26,128,1,是,1-2 年,否,0
102485,男,40,29,38975,124,132,1,否,1-2 年,是,1
88781,男,21,44,30866,160,120,1,是,< 1 年,否,0
3019,女,26,33,31389,152,62,1,是,< 1 年,否,0
122923,女,27,41,40515,152,246,1,是,< 1 年,否,0
242280,女,22,28,53407,152,25,1,否,< 1 年,是,0
38489,女,27,36,28339,152,102,1,是,< 1 年,否,0
342352,男,22,28,30456,152,115,1,否,< 1 年,是,0
88355,男,52,28,54197,122,88,1,否,1-2 年,是,1
215201,女,24,10,20844,151,156,1,否,< 1 年,是,0
102576,男,53,28,40859,124,270,1,否,1-2 年,是,1
8757,男,24,33,2630,26,253,1,是,< 1 年,否,0
381069,女,49,28,61705,157,39,1,否,1-2 年,是,1
336977,男,45,28,40003,124,83,1,是,1-2 年,否,0
331054,女,25,28,35799,152,210,1,是,< 1 年,否,0
70969,男,38,3,2630,124,201,1,是,1-2 年,否,0
224665,男,37,28,56058,29,117,1,否,1-2 年,是,1
356059,女,23,28,42106,26,195,1,否,< 1 年,是,0
104978,女,27,31,2630,152,118,1,是,< 1 年,否,0
378910,女,59,28,42259,124,220,1,否,1-2 年,否,0
249893,女,21,36,33842,160,261,1,是,< 1 年,否,0
103263,男,72,29,42386,26,32,1,否,1-2 年,是,1
244608,男,50,47,38498,152,213,1,否,1-2 年,是,1
244440,女,22,40,32137,152,106,1,是,< 1 年,否,0
27614,男,69,28,29112,124,88,1,是,1-2 年,否,0
330507,男,72,28,40486,124,107,1,否,1-2 年,是,0
50155,男,33,18,2630,152,85,1,是,< 1 年,否,0
38167,男,43,28,30824,124,289,1,否,1-2 年,是,1
53216,男,37,46,42347,124,298,1,是,1-2 年,否,0
43226,男,50,28,40318,26,202,1,否,> 2 年,是,1
125073,男,36,3,2630,157,211,1,否,1-2 年,是,1
294065,男,33,8,31704,124,150,1,否,< 1 年,是,1
188856,男,52,28,23619,26,243,1,否,1-2 年,是,1
38296,女,36,37,30529,152,85,1,否,1-2 年,是,1
103973,男,47,8,199154,26,289,1,是,1-2 年,否,0
251204,女,62,0,2630,26,278,1,否,1-2 年,是,0
233965,女,22,41,28574,152,35,1,否,< 1 年,是,0
280557,女,47,28,41911,26,44,1,否,1-2 年,是,1
142489,女,24,10,28323,152,227,1,是,< 1 年,否,0
124383,女,23,8,47258,152,85,1,是,< 1 年,否,0
251400,女,53,39,39941,26,166,1,是,1-2 年,否,0
328665,男,26,28,35838,36,58,1,否,1-2 年,否,0
375974,男,26,18,2630,152,179,1,是,< 1 年,否,0
165615,男,63,7,37592,26,259,1,是,1-2 年,否,0
293773,男,63,38,31193,124,59,1,否,1-2 年,是,1
63817,男,48,28,52688,13,39,1,是,1-2 年,否,0
51283,女,26,8,2630,157,33,1,是,< 1 年,是,0
342765,男,63,11,2630,124,175,1,是,1-2 年,是,1
28530,女,65,28,33280,25,124,1,否,> 2 年,是,0
256327,男,54,28,48051,26,110,1,否,> 2 年,是,0
51454,女,44,8,29305,124,76,1,是,1-2 年,否,0
284423,女,27,46,34229,160,30,1,是,< 1 年,否,0
155550,女,38,28,2630,156,274,1,否,1-2 年,是,1
376751,男,24,41,20536,152,88,1,是,< 1 年,否,0
52300,男,52,2,28932,26,287,1,否,1-2 年,是,1
294516,女,21,22,36427,160,213,1,否,< 1 年,是,0
371550,女,36,3,18926,124,39,1,是,1-2 年,否,0
256117,男,42,28,25293,124,133,1,否,1-2 年,否,0
51253,男,44,18,32689,124,67,1,否,1-2 年,是,1
2351,女,26,18,28577,152,142,1,是,< 1 年,否,0
4796,男,24,24,2630,152,146,1,是,< 1 年,否,0
43532,女,30,39,2630,157,215,1,否,1-2 年,是,1
286997,女,30,8,36631,152,82,1,是,< 1 年,否,0
370635,女,25,29,25893,152,172,1,是,< 1 年,否,0
323098,男,64,50,43350,8,126,1,否,1-2 年,是,0
18509,男,46,28,47788,124,130,1,否,1-2 年,是,1
65068,男,22,28,27693,152,150,1,是,< 1 年,否,0
259999,女,54,18,2630,154,12,1,否,1-2 年,是,1
49585,女,34,36,2630,157,76,1,否,1-2 年,是,1
109857,女,45,41,37300,26,154,1,否,1-2 年,是,1
133821,女,22,36,2630,152,279,1,是,< 1 年,否,0
270087,女,28,46,22368,152,100,1,是,< 1 年,否,0
87581,女,46,28,55456,26,279,1,否,1-2 年,是,1
218578,男,29,41,2630,160,277,1,是,< 1 年,否,0
327096,男,21,8,29952,152,192,1,否,< 1 年,是,0
195873,女,24,43,31420,152,78,1,是,< 1 年,否,0
100515,男,44,28,37759,26,292,1,是,1-2 年,否,0
217517,男,33,30,20210,152,112,1,是,< 1 年,否,0
266775,男,50,28,55590,125,270,1,否,1-2 年,是,1
13159,女,30,28,34793,152,172,1,是,< 1 年,否,0
107847,男,75,28,27721,26,168,1,是,1-2 年,否,0
370887,男,62,28,31031,124,235,1,否,1-2 年,是,1
321399,女,55,28,42719,13,91,1,否,1-2 年,是,1
53745,女,25,8,29921,152,155,1,是,< 1 年,否,0
275397,女,29,30,36169,151,74,1,是,< 1 年,否,0
214883,男,26,12,26236,152,247,1,是,< 1 年,否,0
279664,男,40,8,103222,73,226,1,否,1-2 年,是,1
178918,女,26,30,19559,152,33,1,是,< 1 年,否,0
6052,男,53,29,2630,26,227,1,否,1-2 年,是,1
68213,女,20,8,2630,160,293,1,是,< 1 年,是,0
130420,女,24,14,32002,152,297,1,是,< 1 年,否,0
213525,男,28,36,2630,160,202,1,否,< 1 年,是,0
220155,男,45,8,31779,26,201,1,是,1-2 年,否,0
223794,女,49,10,2630,26,217,1,否,1-2 年,是,1
195371,男,60,28,37386,60,21,1,是,1-2 年,否,0
13964,男,57,8,2630,7,158,1,否,1-2 年,是,1
21488,女,43,20,2630,26,284,1,是,1-2 年,否,0
78571,女,22,45,27706,152,60,1,是,< 1 年,是,0
157896,女,45,28,33903,124,171,1,否,1-2 年,是,1
280450,男,26,29,35627,152,15,1,是,< 1 年,否,0
375180,男,45,30,25259,26,221,1,否,1-2 年,是,1
104753,男,66,41,38400,26,37,1,否,1-2 年,是,0
84601,男,51,46,2630,26,145,1,否,1-2 年,是,1
291694,男,53,28,29727,124,132,1,是,1-2 年,是,0
240862,男,47,35,2630,155,173,1,是,1-2 年,是,0
197873,男,27,41,2630,152,147,1,否,< 1 年,是,0
190139,女,21,34,33137,152,22,1,否,< 1 年,否,0
62741,男,67,28,49808,26,121,1,是,1-2 年,否,0
138948,男,22,10,2630,152,217,1,否,< 1 年,是,0
80123,男,27,50,29996,152,131,1,是,< 1 年,否,0
149943,男,33,33,28835,154,152,1,否,1-2 年,否,0
304635,女,60,28,42314,13,143,1,否,1-2 年,是,0
286807,男,42,8,38518,7,159,1,是,1-2 年,否,0
255936,女,41,19,31692,26,215,1,否,1-2 年,是,1
136095,男,50,28,2630,13,82,1,否,1-2 年,是,1
359596,男,57,28,47581,124,100,1,否,1-2 年,是,1
3863,男,39,11,28887,124,86,1,否,1-2 年,是,1
231434,女,33,30,33242,152,235,1,否,< 1 年,是,0
252336,男,21,28,30147,160,109,1,是,< 1 年,否,0
188226,男,23,10,22177,152,175,1,否,< 1 年,是,0
194770,女,23,46,27808,160,211,1,是,< 1 年,否,0
355619,女,24,3,2630,152,106,1,是,< 1 年,否,0
117360,男,51,46,25546,31,264,1,否,1-2 年,是,1
125338,男,39,28,23417,124,75,1,是,1-2 年,否,0
180525,女,41,15,19246,152,91,1,否,1-2 年,是,1
276396,女,29,30,21626,152,105,1,否,< 1 年,是,1
274639,男,27,45,2630,124,149,1,否,1-2 年,是,1
328306,男,20,14,23512,160,198,1,否,< 1 年,是,0
113563,男,30,33,2630,26,274,1,是,< 1 年,否,0
283235,女,27,50,24005,152,69,1,是,< 1 年,否,0
109276,男,23,15,56911,152,287,1,是,< 1 年,否,0
69933,男,62,28,46804,26,152,1,否,1-2 年,是,0
318693,男,67,28,39976,55,281,1,是,1-2 年,否,0
369151,男,30,28,43844,152,89,1,是,< 1 年,否,0
220726,男,25,41,38435,152,83,1,是,< 1 年,否,0
328835,女,24,41,47158,152,61,1,是,< 1 年,否,0
124814,男,26,36,25867,152,69,1,是,< 1 年,是,0
19375,男,23,47,32119,152,128,1,否,< 1 年,是,0
269079,女,22,28,36407,26,298,1,否,< 1 年,是,0
89188,男,28,41,46118,152,216,1,是,< 1 年,否,0
132006,女,76,11,30766,120,270,1,否,1-2 年,是,0
291102,男,27,36,33772,26,22,1,是,< 1 年,否,0
257376,男,46,15,31968,124,44,1,否,1-2 年,是,1
38570,女,23,8,41155,151,67,1,是,< 1 年,否,0
232613,女,67,28,31068,154,209,1,是,1-2 年,否,0
114198,女,22,8,27152,160,83,1,是,< 1 年,否,0
328027,女,27,11,35910,152,272,1,是,< 1 年,否,0
18517,女,38,15,2630,1,70,1,否,< 1 年,否,0
194436,女,27,47,34167,152,29,1,是,< 1 年,否,0
8807,女,28,31,2630,152,210,1,否,< 1 年,是,0
311349,女,22,37,2630,152,51,1,否,< 1 年,是,0
234248,男,42,28,33103,26,226,1,是,1-2 年,是,0
323687,女,41,28,27930,124,133,1,否,1-2 年,是,1
192390,男,71,8,49552,7,142,1,是,1-2 年,否,0
304598,男,22,32,35194,152,126,1,是,< 1 年,否,0
313152,男,21,13,41255,152,65,1,是,< 1 年,否,0
119487,女,22,15,43195,152,31,1,否,< 1 年,是,0
283302,女,24,41,30798,152,125,1,是,< 1 年,否,0
329179,女,32,15,31325,154,54,1,否,< 1 年,是,1
137190,女,44,9,39411,124,211,1,否,1-2 年,是,1
113827,男,56,28,51964,124,210,1,否,1-2 年,是,1
39851,女,49,28,35836,26,25,1,否,> 2 年,是,1
220143,男,74,28,2630,26,288,1,否,1-2 年,是,0
95358,男,43,28,38731,26,163,1,否,1-2 年,是,1
97491,男,56,48,2630,124,112,1,否,1-2 年,是,1
112608,女,24,11,33231,152,295,1,否,< 1 年,否,0
284084,男,70,48,2630,26,81,1,是,1-2 年,否,0
251554,女,30,28,40053,156,163,1,否,1-2 年,是,1
288732,男,43,28,30633,42,78,1,否,1-2 年,是,1
19346,女,39,17,31542,155,170,1,否,1-2 年,是,1
227609,女,50,28,43360,122,206,1,否,1-2 年,是,1
214490,男,25,24,31092,124,269,1,否,< 1 年,否,0
353565,女,24,33,46221,152,97,1,是,< 1 年,否,0
315823,男,76,39,40509,26,168,1,否,1-2 年,否,0
210242,男,49,8,2630,154,242,1,是,1-2 年,是,0
261123,男,23,41,27683,152,136,1,是,< 1 年,否,0
136370,男,27,7,39521,124,118,1,否,1-2 年,是,1
312598,男,48,7,46815,124,220,1,是,1-2 年,否,0
247068,女,22,9,2630,152,62,1,否,< 1 年,是,0
309573,女,24,3,21765,152,270,1,是,< 1 年,否,0
233273,男,24,50,22600,152,130,1,是,< 1 年,否,0
165227,男,60,28,40555,26,252,1,否,1-2 年,是,0
155211,女,24,8,24724,152,44,1,是,< 1 年,否,0
210260,女,22,46,30740,152,169,1,是,< 1 年,否,0
148830,男,37,28,38744,26,264,1,否,1-2 年,是,1
293623,男,29,28,46835,152,81,1,否,< 1 年,是,0
127041,女,22,8,35543,152,152,1,是,< 1 年,否,0
122547,男,47,28,32504,26,144,1,否,1-2 年,是,1
188379,男,25,6,39493,152,61,1,否,< 1 年,是,0
225403,男,40,28,39118,53,99,1,否,1-2 年,是,1
325777,男,24,14,26006,152,108,1,是,< 1 年,否,0
101033,男,24,11,22322,152,244,1,是,< 1 年,否,0
373638,男,24,28,49842,124,271,1,否,< 1 年,是,0
181609,女,24,11,31163,152,125,1,是,< 1 年,否,0
291218,女,29,10,35844,152,294,1,是,< 1 年,否,0
86334,男,34,15,36467,152,42,1,是,1-2 年,否,0
277565,男,22,33,20810,152,144,1,是,< 1 年,否,0
3690,男,68,41,24878,26,288,1,是,1-2 年,否,0
376652,男,79,41,52910,124,50,1,是,1-2 年,否,0
195890,女,49,28,2630,157,156,1,否,1-2 年,是,1
238379,女,44,7,53062,124,27,1,否,1-2 年,是,1
86978,男,46,41,49855,124,296,1,否,1-2 年,是,1
282866,男,33,46,35924,152,75,1,是,< 1 年,否,0
289749,女,52,15,42247,14,188,1,是,1-2 年,否,0
133987,男,78,28,40077,25,207,1,否,1-2 年,是,0
196133,男,24,35,27413,152,288,1,是,< 1 年,否,0
334291,男,31,46,28336,124,150,1,否,1-2 年,是,1
301215,男,21,30,29086,152,188,1,是,< 1 年,否,0
345694,男,51,28,29796,26,185,1,是,1-2 年,是,0
234799,女,53,41,28962,124,162,1,否,1-2 年,是,1
109894,男,25,17,22961,152,87,1,是,< 1 年,否,0
289649,男,22,8,42622,152,78,1,是,< 1 年,否,0
126490,男,24,8,36912,152,197,1,否,< 1 年,是,0
199804,女,25,28,46144,152,115,1,是,< 1 年,否,0
298317,女,75,28,43178,124,23,1,否,1-2 年,是,0
283100,女,21,47,32956,152,65,1,是,< 1 年,否,0
284022,男,53,28,2630,26,164,1,否,1-2 年,是,1
194309,男,52,28,65422,26,88,1,否,1-2 年,是,1
80873,男,36,39,30723,124,236,1,是,1-2 年,否,0
98418,女,23,46,20460,152,161,1,是,< 1 年,否,0
178426,女,33,0,2630,152,201,1,是,< 1 年,否,0
242062,男,25,12,24957,124,169,1,否,< 1 年,是,0
113011,男,27,11,2630,152,289,1,是,< 1 年,否,0
331239,男,27,11,2630,156,223,1,否,< 1 年,是,0
279839,女,23,16,30838,152,125,1,否,< 1 年,是,0
313566,男,36,43,33835,154,38,1,否,1-2 年,是,1
78156,男,30,38,26311,154,147,1,否,< 1 年,否,0
371573,女,23,8,29043,152,84,1,是,< 1 年,否,0
156671,女,61,28,102326,124,299,1,否,1-2 年,是,0
245974,女,42,28,41680,26,55,1,否,1-2 年,是,1
44089,女,40,28,22919,124,148,1,否,1-2 年,是,1
371347,女,22,16,28820,152,148,1,否,< 1 年,是,0
221791,男,48,28,29281,124,256,1,是,1-2 年,否,0
22417,男,21,46,40716,160,233,1,是,< 1 年,否,0
119712,男,29,28,33963,152,165,1,是,< 1 年,否,0
197235,男,26,23,18984,152,57,1,是,< 1 年,否,0
302869,女,27,17,2630,152,298,1,是,< 1 年,否,0
181102,男,42,7,37143,124,168,1,否,1-2 年,是,1
61615,女,24,11,37258,152,225,1,是,< 1 年,否,0
155098,女,44,3,31592,124,109,1,否,1-2 年,是,1
14960,女,20,12,26686,160,268,1,否,< 1 年,是,0
31413,男,29,3,23356,152,265,1,是,< 1 年,否,0
139017,女,23,36,26750,152,211,1,是,< 1 年,否,0
349823,男,21,7,2630,152,216,1,否,< 1 年,是,0
258139,男,20,15,29926,160,99,1,是,< 1 年,否,0
202143,男,42,28,36353,26,134,1,是,1-2 年,否,0
208962,女,28,42,2630,152,28,1,否,< 1 年,否,0
321327,女,22,2,33356,152,168,1,否,< 1 年,否,0
362226,男,35,28,56385,52,285,1,是,1-2 年,否,0
359183,女,48,28,25477,26,105,1,否,1-2 年,是,1
324492,男,49,3,32811,154,88,1,否,1-2 年,是,1
283834,女,22,18,29375,152,154,1,否,< 1 年,是,0
